Chr	Start	End	Location	Gene.Name	padj_Old_CD49bneg_vs_Juvenile_CD49bpos	log2FoldChange_Old_CD49bneg_vs_Juvenile_CD49bpos
chr8	46888211	46889345	Merged-chr8-46888739-30	Enpp6	5.2957688505802e-07	0.604233392470936
chr6	137470705	137471650	Merged-chr6-137471207-57	Eps8	5.31496082621387e-07	0.769042894894177
chr17	73970130	73971659	Merged-chr17-73970725-57	Xdh	5.34640776377725e-07	0.758568743524282
chr3	96069193	96070431	Merged-chr3-96069924-48	Vps45	5.43070500580244e-07	0.566593963556616
chr15	60839849	60841100	Merged-chr15-60840338-36	Lratd2	5.47009299842509e-07	0.755794341183653
chr17	80127338	80128499	Merged-chr17-80127861-57	Galm	5.50007661626323e-07	0.557240348236722
chr14	55014252	55015935	Merged-chr14-55015171-57	Ngdn	5.58765370106438e-07	0.377049698986026
chr5	142814069	142818328	Merged-chr5-142816349-97	Tnrc18	5.61203979117939e-07	0.309557348894528
chr12	4475340	4478087	Merged-chr12-4476799-57	Ncoa1	5.61305576674447e-07	0.417979759355925
chr3	127801754	127803581	Merged-chr3-127802970-41	Tifa	5.63579457673909e-07	0.940926474408041
chr7	128610705	128612971	Merged-chr7-128611611-57	Inpp5f	5.63915456259688e-07	0.377692682415046
chr9	43104984	43107694	Merged-chr9-43106185-57	Arhgef12	5.6647967416019e-07	0.371365005293974
chr1	151269484	151271500	Merged-chr1-151270871-55	Ivns1abp	5.70566924082209e-07	0.869629782496145
chr8	95292929	95294554	Merged-chr8-95293714-57	Cngb1	5.74926475596673e-07	0.572285426690121
chr3	30453861	30456745	Merged-chr3-30456061-56	Mecom	5.83274568196833e-07	0.579673752348766
chr4	65168335	65168951	Merged-chr4-65168645-20	Pappa	5.92347100018602e-07	1.31239883700985
chr14	34125692	34127718	Merged-chr14-34127048-42	A630023A22Rik	5.98051384056148e-07	0.933089274797543
chr3	123652440	123653542	Merged-chr3-123653055-27	Ndst3	6.08951105127131e-07	1.0702596960844
chr13	55181990	55183647	Merged-chr13-55182636-57	Nsd1	6.29852985399253e-07	0.450192636360784
chr2	52857161	52861103	Merged-chr2-52858749-69	Fmnl2	6.29946135773395e-07	0.33880577209589
chr4	133016202	133017351	Merged-chr4-133016770-14	Ahdc1	6.33635031936884e-07	0.668620941210109
chr6	99519068	99523687	Merged-chr6-99521996-59	Foxp1	6.40115872696718e-07	0.336480679304902
chr13	21709855	21711561	Merged-chr13-21710658-57	Hist1h2bl	6.63365362997832e-07	0.405467550380834
chr1	86440355	86443642	Merged-chr1-86441811-81	Tex44	6.64308479836572e-07	0.29981072945993
chr14	86430875	86432031	Merged-chr14-86431397-32	4930529K09Rik	6.71684477606862e-07	0.958241056043505
chr16	45756696	45759372	Merged-chr16-45757533-61	Abhd10	6.72278856301057e-07	0.53864671795628
chr4	97973777	97974785	Merged-chr4-97974287-22	Nfia	6.73608867511528e-07	1.22870953192538
chrX	7307662	7308692	Merged-chrX-7308289-51	Clcn5	6.87105131674495e-07	0.73210669830768
chr11	24078975	24082165	Merged-chr11-24081189-67	Bcl11a	6.96088268011143e-07	0.338459539244737
chr2	168524454	168525944	Merged-chr2-168525141-57	Nfatc2	6.99268109493819e-07	0.50291899463149
chr8	72302889	72304691	Merged-chr8-72303645-57	Klf2	7.10323019104234e-07	0.84590564695623
chr19	47485856	47486614	Merged-chr19-47486261-32	Sh3pxd2a	7.27709087843218e-07	1.04294588323034
chr6	115479804	115481857	Merged-chr6-115480565-57	Pparg	7.33601091165773e-07	0.513690187869879
chr11	3123299	3124202	Merged-chr11-3123884-57	Pisd-ps1	7.44878524863381e-07	0.513751353922572
chr9	102717049	102718932	Merged-chr9-102717917-57	Amotl2	7.45165065650031e-07	0.473909957658944
chr19	12475254	12476227	Merged-chr19-12475701-50	Mpeg1	7.52479442925437e-07	0.61589343014835
chr10	20673733	20674705	Merged-chr10-20674185-36	Pde7b	7.64212653591496e-07	0.863532395904584
chr1	54355319	54356193	Merged-chr1-54355750-28	Gtf3c3	7.76118815983648e-07	0.98892907502887
chr10	94545062	94546310	Merged-chr10-94545657-57	Tmcc3	7.79214031451723e-07	0.483006721207423
chr6	51886636	51888179	Merged-chr6-51887359-30	Skap2	7.9472409972678e-07	0.754273088693368
chr3	94648956	94650039	Merged-chr3-94649398-29	Tuft1	7.99496998992598e-07	0.848968850613375
chr7	58711407	58712488	Merged-chr7-58711930-56	Atp10a	8.0726303052884e-07	0.683947639066275
chr8	121124980	121126183	Merged-chr8-121125575-52	Foxl1	8.10073219264939e-07	0.786678809253345
chr19	34553259	34553904	Merged-chr19-34553617-10	Ifit2	8.16023051353856e-07	1.10570624951674
chr15	77819709	77820657	Merged-chr15-77820206-48	Myh9	8.17066751068679e-07	0.487202027095517
chr10	117675308	117677874	Merged-chr10-117676517-61	Mdm2	8.25973184671841e-07	0.645138689296282
chr14	121928471	121929830	Merged-chr14-121929129-57	Gpr18	8.2934436576375e-07	0.492072765729521
chr17	26385081	26385961	Merged-chr17-26385536-18	Neurl1b	8.40425050627078e-07	1.20468345625009
chr5	24601645	24603707	Merged-chr5-24602543-55	Smarcd3	8.40425050627078e-07	0.463210559838122
chr4	82358762	82360524	Merged-chr4-82359428-40	Nfib	8.44406355755162e-07	0.507454464185762
chr6	99387938	99389899	Merged-chr6-99388983-57	Foxp1	8.44406355755162e-07	0.333047627515085
chr19	58978266	58980324	Merged-chr19-58979138-57	Hspa12a	8.45742516283279e-07	0.564866741385557
chr2	92421914	92424213	Merged-chr2-92423286-58	Cry2	8.48098147077695e-07	0.445483224177324
chr7	133457058	133458606	Merged-chr7-133457863-55	Tex36	8.5357142942717e-07	0.759544703414635
chr4	134237478	134239626	Merged-chr4-134238493-48	Cnksr1	8.54341843957073e-07	0.686128594374759
chr3	86340663	86341811	Merged-chr3-86341220-21	Lrba	8.60439502479551e-07	1.32568580018081
chr5	76689779	76690891	Merged-chr5-76690356-44	Cep135	8.81743850473277e-07	0.647609383011557
chr10	17527267	17530575	Merged-chr10-17528962-70	Cited2	8.82156975651619e-07	0.582861702768992
chr6	136855828	136858659	Merged-chr6-136857135-69	Art4	8.96153425843361e-07	0.36062623261644
chr12	83998808	83999877	Merged-chr12-83999428-43	Acot1	8.99439635006808e-07	0.857186914781932
chr1	98050302	98051419	Merged-chr1-98050770-20	B230216N24Rik	9.08738232244219e-07	1.17001872728594
chr4	140695561	140696924	Merged-chr4-140696433-31	Rcc2	9.16560399623871e-07	0.532738408698221
chr12	80111322	80116490	Merged-chr12-80114291-83	Zfp36l1	9.19828484864285e-07	0.318660013445293
chr5	5319848	5321557	Merged-chr5-5320576-55	Cdk14	9.24129123511921e-07	0.879540477223233
chrX	140406781	140408347	Merged-chrX-140407795-21	Prps1	9.39225973237471e-07	0.898075691508356
chr6	126166414	126168235	Merged-chr6-126167426-42	Ntf3	9.42376838604135e-07	0.68999620997254
chr9	104407730	104410811	Merged-chr9-104409174-70	Mir2136	9.55524999688557e-07	0.505171923260358
chr2	107126352	107127198	Merged-chr2-107126711-11	Fshb	9.59370239319001e-07	1.9073795027838
chr8	13515589	13517440	Merged-chr8-13516400-44	Gas6	9.6900385368607e-07	0.531650682990733
chr2	84797718	84800947	Merged-chr2-84799194-62	Ube2l6	9.72347508476028e-07	0.349022587964587
chr8	122719415	122721551	Merged-chr8-122720479-58	Cbfa2t3	9.76136187022675e-07	0.322439680217935
chr3	60413484	60414563	Merged-chr3-60413995-51	Mbnl1	9.79271854622448e-07	0.552490378955272
chr1	106687425	106689225	Merged-chr1-106688337-55	Bcl2	9.82490376666791e-07	0.504741750910843
chr17	70924278	70925606	Merged-chr17-70924953-57	Mir1195	9.84086756347208e-07	0.58866489393537
chr8	34814472	34816749	Merged-chr8-34815853-57	Dusp4	9.90881509019246e-07	0.463892406262558
chr10	60576868	60578587	Merged-chr10-60577557-55	Cdh23	1.00577525504588e-06	0.404092875339093
chr11	101062347	101064526	Merged-chr11-101063788-57	Naglu	1.02531960232273e-06	0.392242908521222
chr6	87581936	87584148	Merged-chr6-87582843-53	Prokr1	1.02870074484763e-06	0.64507375752518
chr9	32405023	32405763	Merged-chr9-32405439-54	Kcnj1	1.0299504676423e-06	0.587561527785051
chr5	75581232	75582773	Merged-chr5-75582149-39	Kit	1.03167005614964e-06	0.767647377929397
chr2	167764847	167768569	Merged-chr2-167766588-102	A530013C23Rik	1.0490442534362e-06	0.38430152411604
chr9	57930889	57931876	Merged-chr9-57931363-30	Sema7a	1.05332051668969e-06	0.556183744823017
chr10	80158261	80161414	Merged-chr10-80159754-59	Cirbp	1.05486430088932e-06	0.280650263899321
chr16	49580594	49581420	Merged-chr16-49580987-16	Ift57	1.05715895454442e-06	1.6504491062291
chr18	47176591	47177926	Merged-chr18-47177349-39	Sema6a	1.06511072050505e-06	0.631988839995218
chr2	131028545	131030078	Merged-chr2-131029548-43	Mir6973b	1.06983705154693e-06	0.725676645926166
chr12	98905588	98906884	Merged-chr12-98905937-30	Eml5	1.08276387471626e-06	0.762204445481229
chr15	90668283	90670594	Merged-chr15-90669449-48	Cpne8	1.09107083972173e-06	0.727188735422914
chr13	107050571	107051946	Merged-chr13-107051471-29	3830408C21Rik	1.09920867499435e-06	0.955944189984947
chr7	142283789	142285635	Merged-chr7-142284660-57	Gm4559	1.10933883004847e-06	0.496851301381929
chr13	102533642	102534355	Merged-chr13-102533945-18	Cd180	1.11085307838679e-06	1.09566443660503
chr6	148944387	148947291	Merged-chr6-148945765-57	Sinhcaf	1.11280173141878e-06	0.376480624595853
chr19	23140195	23143172	Merged-chr19-23141517-57	Klf9	1.12100694883411e-06	0.318352954542526
chr2	164386229	164387353	Merged-chr2-164386929-41	Rbpjl	1.12742055897679e-06	0.809310592750185
chr9	111289143	111290798	Merged-chr9-111289876-57	Epm2aip1	1.14061239693444e-06	0.449163984226254
chr16	10837869	10839247	Merged-chr16-10838579-57	Rmi2	1.14185720739948e-06	0.478320176599861
chr6	72552379	72553775	Merged-chr6-72553021-57	Capg	1.15032905490409e-06	0.511703836871616
chr11	76150821	76151995	Merged-chr11-76151400-32	Vps53	1.15520260312135e-06	0.727768385856754
chr17	56761933	56765619	Merged-chr17-56763686-109	Dus3l	1.1605676310022e-06	0.340939127221317
chr4	98431601	98432331	Merged-chr4-98431918-31	Patj	1.19061395744181e-06	0.643741068124692
chr9	7914007	7915168	Merged-chr9-7914641-55	Birc3	1.19768057452387e-06	0.571296789284366
chr18	66290729	66292768	Merged-chr18-66291714-57	Ccbe1	1.20003787357735e-06	0.485845110609907
chr8	72363214	72364245	Merged-chr8-72363640-26	Klf2	1.20690644494491e-06	0.889257928957099
chr2	127522917	127525021	Merged-chr2-127524208-57	Kcnip3	1.20964262553362e-06	0.433495978942027
chr2	26341480	26343392	Merged-chr2-26342384-38	Dnlz	1.21037636457152e-06	0.470662338663014
chr16	12312620	12313569	Merged-chr16-12313004-28	Shisa9	1.21177748600011e-06	0.997044720961471
chr13	40853650	40855510	Merged-chr13-40854488-58	Gcnt2	1.21354466751596e-06	0.618791532802927
chr10	16458738	16459798	Merged-chr10-16459287-26	Gm20125	1.238570308334e-06	1.28538776438954
chr9	102267182	102268361	Merged-chr9-102267742-25	Mir7243	1.24214453667341e-06	0.980825482845981
chr10	59941899	59944102	Merged-chr10-59943312-57	Ddit4	1.26723675724018e-06	0.58034269436308
chr19	3353449	3354910	Merged-chr19-3353927-31	Cpt1a	1.2696966088981e-06	0.736375937568062
chr12	12570450	12572129	Merged-chr12-12571104-57	Gm34637	1.36708797183364e-06	0.602103202871821
chr6	101531421	101532988	Merged-chr6-101532542-44	Pdzrn3	1.37028695124187e-06	0.764203049169523
chr9	107984852	107987073	Merged-chr9-107985997-57	Inka1	1.37553722450476e-06	0.332886919173744
chr2	167057927	167058667	Merged-chr2-167058390-23	Zfas1	1.39164179072773e-06	0.718910942576475
chr12	80013684	80014994	Merged-chr12-80014320-57	9430078K24Rik	1.39805229788524e-06	0.548645965580799
chr11	77640622	77641859	Merged-chr11-77641034-32	Taok1	1.40566306705e-06	1.14037180556076
chr1	42725776	42726687	Merged-chr1-42726173-34	Pantr2	1.42606141641864e-06	1.02587602759241
chr13	76073780	76075352	Merged-chr13-76074539-44	Gpr150	1.42833961176729e-06	0.761355716868479
chr15	90678181	90680605	Merged-chr15-90679558-57	Cpne8	1.44447413866282e-06	0.41528040500595
chr10	78752036	78753418	Merged-chr10-78752745-55	Ccdc105	1.46197731894228e-06	0.693220974860862
chr17	81479944	81481024	Merged-chr17-81480522-57	Slc8a1	1.46455144614906e-06	0.511034399313961
chr1	106399859	106402709	Merged-chr1-106401052-57	Mir3473f	1.4654258736465e-06	0.410808422311247
chr3	151298217	151299606	Merged-chr3-151298601-23	Adgrl4	1.49145921914477e-06	0.855143764236138
chr4	101233941	101235642	Merged-chr4-101234616-55	Jak1	1.49151234418104e-06	0.686222055522774
chr15	102458195	102461748	Merged-chr15-102459953-93	Prr13	1.49694313355064e-06	0.35955192394495
chr18	6760235	6761282	Merged-chr18-6761028-40	Rab18	1.49702377048364e-06	0.632375206671283
chr2	165967493	165969491	Merged-chr2-165968506-48	Ncoa3	1.49873655774907e-06	0.791005779605378
chr16	62806770	62808681	Merged-chr16-62807761-52	Stx19	1.50502242326712e-06	0.614096568294391
chr1	36079048	36081131	Merged-chr1-36079776-44	Hs6st1	1.50700981890509e-06	0.656396993818631
chr18	13847727	13849459	Merged-chr18-13848532-45	Zfp521	1.50976018137509e-06	0.528591166605666
chr17	23785205	23786836	Merged-chr17-23786133-57	Flywch2	1.51364054902877e-06	0.500266602346975
chr7	93253958	93255182	Merged-chr7-93254535-34	Gm15501	1.51936455871296e-06	0.670692968101602
chr11	70585415	70585848	Merged-chr11-70585600-8	Mink1	1.53605321234816e-06	0.982858076276933
chr1	153908446	153911153	Merged-chr1-153910047-55	Glul	1.55808230672503e-06	0.452674066431286
chr18	32693334	32695318	Merged-chr18-32694405-52	Tslp	1.58767307851903e-06	0.670161986766958
chr19	34597553	34599668	Merged-chr19-34598938-43	Ifit1bl1	1.5976029940774e-06	0.703072332589184
chr17	17837393	17839122	Merged-chr17-17838270-57	Spaca6	1.5976029940774e-06	0.418816045785785
chr2	35199569	35201705	Merged-chr2-35200858-57	Rab14	1.60315140515348e-06	0.314811170393291
chr6	128995676	128997157	Merged-chr6-128996338-55	BC064078	1.60724456627371e-06	0.56993570023404
chr7	127100678	127102470	Merged-chr7-127101651-46	AI467606	1.62072490259766e-06	0.677074366353442
chr8	108886534	108887912	Merged-chr8-108887141-57	Mir3108	1.63648483705715e-06	0.461717132072014
chr13	20183203	20186003	Merged-chr13-20184702-60	Elmo1	1.6641239862781e-06	0.397048889424433
chr16	85800720	85804489	Merged-chr16-85802417-69	Adamts1	1.68500828946352e-06	0.369962739474461
chr11	24138690	24140180	Merged-chr11-24139559-49	Bcl11a	1.68960458856967e-06	0.507333328271063
chr1	165191813	165195695	Merged-chr1-165193323-99	Sft2d2	1.70265770896651e-06	0.313397448283867
chr17	29502054	29503877	Merged-chr17-29503225-42	Pim1	1.70404205429723e-06	0.496305453804988
chr14	65266124	65267011	Merged-chr14-65266544-52	Fbxo16	1.72105626632316e-06	0.552643925242814
chr3	26152342	26154284	Merged-chr3-26153353-41	Nlgn1	1.73303177869647e-06	0.63895857596884
chr2	128750781	128751904	Merged-chr2-128751206-43	Mertk	1.75211440081935e-06	0.719943318183898
chr15	32244056	32246817	Merged-chr15-32245366-53	Sema5a	1.77370880184382e-06	0.413456534811619
chr16	28444768	28447278	Merged-chr16-28446054-58	Fgf12	1.80215725555862e-06	0.546021725059171
chr16	32113301	32115698	Merged-chr16-32114359-83	Cep19	1.8051115898853e-06	0.353506629487563
chr5	114666960	114668361	Merged-chr5-114667628-57	Trpv4	1.83374488432322e-06	0.407133784782782
chrX	73658383	73660393	Merged-chrX-73659608-49	Pnck	1.83374488432322e-06	0.681670864956615
chr8	82387332	82388957	Merged-chr8-82387798-45	Il15	1.84609584678059e-06	0.564190213691247
chr15	102256357	102258626	Merged-chr15-102257425-56	Rarg	1.84838815525592e-06	0.506863419702556
chr4	110915932	110917104	Merged-chr4-110916323-24	Bend5	1.84924948558656e-06	1.25775683228144
chr10	34131111	34132008	Merged-chr10-34131541-57	Calhm6	1.85228082223389e-06	0.522682056122072
chr12	102497586	102498868	Merged-chr12-102498334-28	Golga5	1.87574334357425e-06	0.853066563541714
chr4	94435212	94435723	Merged-chr4-94435453-15	Caap1	1.89936456475745e-06	1.16468741084193
chr1	144774417	144776224	Merged-chr1-144775401-57	Rgs18	1.90641385489682e-06	0.52616007927463
chr2	57181224	57182600	Merged-chr2-57181950-57	4930555B11Rik	1.91320402285098e-06	0.450356841291967
chr9	41950376	41951965	Merged-chr9-41951155-57	Sorl1	1.92219140303527e-06	0.358339705255931
chr1	39006940	39008202	Merged-chr1-39007529-47	Pdcl3	1.92476503737537e-06	0.660605880754666
chr10	69221758	69222698	Merged-chr10-69222245-51	Rhobtb1	1.93127628512184e-06	0.890203021598385
chr6	51544095	51546524	Merged-chr6-51545100-57	Snx10	1.93127628512184e-06	0.472842440527517
chr5	105292281	105294397	Merged-chr5-105293579-50	Gbp6	1.94941240300227e-06	0.662546872205935
chr19	23977075	23978549	Merged-chr19-23978204-22	Fam189a2	1.95175117027636e-06	1.17371587695627
chr2	103906066	103907528	Merged-chr2-103906728-57	Lincred1	1.95823267147952e-06	0.44543556966888
chr7	44895371	44896569	Merged-chr7-44895967-57	Fuz	1.97376239130129e-06	0.369037495113268
chr12	65258019	65260010	Merged-chr12-65258882-45	Wdr20rt	2.03893649808214e-06	0.686328802526419
chr9	107722930	107725327	Merged-chr9-107724404-57	Sema3f	2.05134210284018e-06	0.505076965872837
chr9	21366576	21368850	Merged-chr9-21367598-57	Ilf3	2.07196057451572e-06	0.385967000779434
chr3	62338395	62340369	Merged-chr3-62339340-57	Arhgef26	2.08620843416403e-06	0.496808970992866
chr18	67307453	67309179	Merged-chr18-67308285-57	Impa2	2.08907438897689e-06	0.516520155350326
chr7	114478998	114480699	Merged-chr7-114480004-57	Pde3b	2.09496263764369e-06	0.536319442381073
chr5	35104985	35106509	Merged-chr5-35105761-57	Lrpap1	2.0953833133452e-06	0.454601870870781
chr3	122035349	122036455	Merged-chr3-122035965-32	Abca4	2.09607808078534e-06	0.987853950724397
chr2	167822881	167824236	Merged-chr2-167823550-57	Ptpn1	2.13471858949902e-06	0.539275853341944
chr4	32387030	32389402	Merged-chr4-32388091-57	Bach2	2.14427184888644e-06	0.49402488912815
chr5	77931652	77932242	Merged-chr5-77931977-8	1700017L05Rik	2.14919338300646e-06	1.92620040088933
chr7	27354142	27354377	Merged-chr7-27354251-3	Shkbp1	2.15370345666305e-06	1.25064855452349
chr9	64736175	64738290	Merged-chr9-64737255-57	Rab11a	2.16346773334936e-06	0.376858913050205
chr13	98968045	98969584	Merged-chr13-98968696-53	1700024P04Rik	2.17209624479213e-06	0.667353918540434
chr9	78362387	78364173	Merged-chr9-78363538-53	Dppa5a	2.18019357922089e-06	0.556334043086596
chr2	61798230	61798758	Merged-chr2-61798556-10	Tbr1	2.18470406199487e-06	1.77889730320775
chr13	112809148	112812065	Merged-chr13-112810448-50	Plpp1	2.20758314854928e-06	0.715870195912331
chr9	70263248	70264720	Merged-chr9-70263839-29	Myo1e	2.21603285210586e-06	0.777776109164385
chr6	108230539	108233477	Merged-chr6-108231597-85	Itpr1	2.23131006416248e-06	0.530972396784809
chr14	77036093	77038326	Merged-chr14-77037102-62	Ccdc122	2.2563953348873e-06	0.447918286138606
chr17	17825864	17830041	Merged-chr17-17827758-60	Mir99b	2.37554602343825e-06	0.352622264396445
chr7	84778917	84780181	Merged-chr7-84779544-57	Olfr291	2.3761105048344e-06	0.481771211799673
chr11	81410881	81411850	Merged-chr11-81411502-42	1700071K01Rik	2.37767508471924e-06	0.744843374130944
chr12	59206203	59208218	Merged-chr12-59207177-56	Fbxo33	2.39565143812082e-06	0.709368799198767
chr6	126642710	126646166	Merged-chr6-126644567-64	Kcna1	2.40073553851987e-06	0.592198967287365
chr5	143625477	143626247	Merged-chr5-143625854-17	Cyth3	2.40834262813007e-06	0.985898229444434
chr11	48991507	48994763	Merged-chr11-48993457-92	Tgtp1	2.41054314614282e-06	0.559357835985481
chr8	110079265	110081252	Merged-chr8-110079896-49	Zfp612	2.424698049841e-06	0.521405458508036
chr4	150582487	150584821	Merged-chr4-150583612-57	Slc45a1	2.43678413947523e-06	0.569637037823135
chr3	151293710	151295185	Merged-chr3-151294316-57	Adgrl4	2.44523617736239e-06	0.469480185262767
chr19	57167629	57168361	Merged-chr19-57168023-17	Ablim1	2.46110155867373e-06	1.17821181415345
chr4	57919417	57920583	Merged-chr4-57919810-41	D630039A03Rik	2.46403919307958e-06	0.5820467000292
chr7	30972622	30974461	Merged-chr7-30973687-57	Lsr	2.47888910080846e-06	0.380153916668573
chr6	94186082	94187827	Merged-chr6-94187149-54	4930511A08Rik	2.47907375218917e-06	0.579073349598447
chr2	152047242	152050631	Merged-chr2-152048966-65	Scrt2	2.48444203142285e-06	0.355037737790678
chr5	110858635	110860279	Merged-chr5-110859341-32	Chek2	2.51603699652332e-06	0.760902433537001
chr5	101979167	101980853	Merged-chr5-101979767-30	Wdfy3	2.52979001695135e-06	0.634231567848806
chr8	10028119	10029012	Merged-chr8-10028488-8	Tnfsf13b	2.55570446681201e-06	1.61630540380182
chr2	146309354	146312910	Merged-chr2-146310906-54	A930019D19Rik	2.57283553693991e-06	0.574328865344557
chr2	93791227	93792649	Merged-chr2-93791969-47	Ext2	2.57283553693991e-06	0.45446218055319
chr5	115483962	115484951	Merged-chr5-115484435-57	Sirt4	2.57776747300843e-06	0.485726073747582
chr4	58049967	58051312	Merged-chr4-58050751-56	Txndc8	2.59708137766116e-06	0.548410644622425
chr14	67188198	67189463	Merged-chr14-67188855-57	Ebf2	2.65026288816635e-06	0.452762291448662
chr17	44432306	44434620	Merged-chr17-44433075-60	Clic5	2.67772629999911e-06	0.3622306365251
chr4	8199541	8201228	Merged-chr4-8200330-46	Car8	2.69623152270341e-06	0.619413675293738
chr8	113580750	113583291	Merged-chr8-113581875-67	Mon1b	2.69758711189938e-06	0.490076869754483
chr17	4176441	4178349	Merged-chr17-4177345-36	4930548J01Rik	2.69758711189938e-06	0.92987173625764
chr13	109286059	109288415	Merged-chr13-109287377-57	Mir582	2.7039810764244e-06	0.427167309988232
chr11	104589667	104591269	Merged-chr11-104590319-57	Myl4	2.71269937089584e-06	0.557768196692274
chr18	54989233	54993111	Merged-chr18-54991529-69	Zfp608	2.76002616109752e-06	0.337737534786035
chr2	35354193	35354814	Merged-chr2-35354503-9	4930568D16Rik	2.76957717514e-06	1.41340328236568
chr18	34201636	34203288	Merged-chr18-34202517-44	Apc	2.77003934242553e-06	0.592100983367804
chr1	63382826	63383797	Merged-chr1-63383373-22	Adam23	2.79671416919892e-06	1.23605006442677
chr3	107739396	107741983	Merged-chr3-107740454-51	Csf1	2.81328775747487e-06	0.558982249375302
chr13	44501366	44502504	Merged-chr13-44501961-54	1700029N11Rik	2.81872916310139e-06	0.498166295555337
chr7	127090590	127092257	Merged-chr7-127091344-57	AI467606	2.86950412318163e-06	0.415544386865064
chr2	161053274	161054975	Merged-chr2-161053982-47	Chd6	2.90743813912751e-06	0.807176162623271
chr16	84620427	84622211	Merged-chr16-84621467-57	4930529L06Rik	2.95076460578157e-06	0.625834260131435
chr8	84985068	84986598	Merged-chr8-84985940-57	Hook2	2.96070491463696e-06	0.417659899320592
chr4	86873418	86875879	Merged-chr4-86874520-57	Acer2	2.99196526868554e-06	0.401576159287202
chr17	86506601	86508249	Merged-chr17-86507292-27	2010106C02Rik	2.99363995708239e-06	0.809159921737325
chr1	172590175	172591059	Merged-chr1-172590615-50	Slamf8	3.01172252465934e-06	0.835308422174316
chr7	127712394	127713439	Merged-chr7-127713000-36	Ctf1	3.03077607379352e-06	0.692298888252875
chr9	48353267	48355258	Merged-chr9-48354622-57	Nxpe4	3.05101064831724e-06	0.569834060706022
chr5	144545043	144548381	Merged-chr5-144546593-55	Nptx2	3.05938257505061e-06	0.576123682914852
chr8	23409914	23412442	Merged-chr8-23411565-48	Sfrp1	3.06294674171813e-06	0.531822943605379
chr11	30985214	30987116	Merged-chr11-30986390-57	Chac2	3.08624368902395e-06	0.430099549198165
chr19	38836117	38838091	Merged-chr19-38836985-57	Tbc1d12	3.14859051285737e-06	0.393477786442154
chr6	88784286	88785945	Merged-chr6-88785181-52	Abtb1	3.20440024979309e-06	0.647918319134431
chr1	38897037	38898633	Merged-chr1-38897794-54	Chst10	3.25216017168091e-06	0.507037111490305
chr17	29393622	29395964	Merged-chr17-29394878-71	Fgd2	3.25591410748213e-06	0.370017235200882
chr14	121421838	121424057	Merged-chr14-121422989-57	Stk24	3.25850426769973e-06	0.546445865592325
chr17	4633552	4635060	Merged-chr17-4634187-30	4930517M08Rik	3.28931676753704e-06	0.997303676286873
chr19	32106740	32108422	Merged-chr19-32107775-57	Asah2	3.291177324947e-06	0.464051221960829
chr6	88060351	88061030	Merged-chr6-88060760-45	Rab7	3.36321149645649e-06	0.858211641202751
chr5	75977555	75979673	Merged-chr5-75978365-57	Kdr	3.36639759799695e-06	0.443916913569904
chr4	46648999	46651096	Merged-chr4-46650217-57	Tbc1d2	3.36639759799695e-06	0.343493599842722
chr14	65261095	65263095	Merged-chr14-65262330-57	Fzd3	3.39801641103771e-06	0.45489754602968
chr12	15811761	15812638	Merged-chr12-15812382-27	Trib2	3.42434821744598e-06	0.68614436521998
chr5	127631182	127633910	Merged-chr5-127632567-58	Glt1d1	3.46803170020047e-06	0.611485749853495
chr1	157448664	157450875	Merged-chr1-157449967-47	Cryzl2	3.55159453618681e-06	0.456841930393929
chr2	156720008	156722668	Merged-chr2-156721356-58	Dlgap4	3.56718881875116e-06	0.37373532811076
chr18	76541399	76544943	Merged-chr18-76543150-61	Smad2	3.57110129694959e-06	0.499615346470873
chr18	49978511	49980851	Merged-chr18-49979626-59	Tnfaip8	3.57379326085019e-06	0.342011468193767
chr9	95803330	95804649	Merged-chr9-95803970-30	Pls1	3.65282456853029e-06	0.635018121253868
chr13	76179789	76180816	Merged-chr13-76180381-18	Ttc37	3.67664573232267e-06	1.21361186105581
chr1	4351284	4352703	Merged-chr1-4351977-28	Rp1	3.6974048328815e-06	0.854159386523203
chr5	8659598	8661213	Merged-chr5-8660377-57	Rundc3b	3.71313886671999e-06	0.612325822202591
chr2	35269761	35272252	Merged-chr2-35271125-78	Gsn	3.71313886671999e-06	0.503316050208538
chrX	17590189	17591629	Merged-chrX-17590954-45	Fundc1	3.72410509263061e-06	0.735275432282243
chr5	137115243	137117027	Merged-chr5-137116269-57	Trim56	3.73127757600504e-06	0.420995296606695
chr19	57206194	57206936	Merged-chr19-57206644-5	Ablim1	3.73512746563198e-06	1.29919439291678
chr15	38709320	38711122	Merged-chr15-38710235-57	Gm45924	3.75863207123004e-06	0.469926807861829
chr7	141122147	141123701	Merged-chr7-141123001-57	Ano9	3.7767324826546e-06	0.393449520912411
chr7	135604884	135606102	Merged-chr7-135605423-57	Ptpre	3.80446980415014e-06	0.492030209175157
chr1	60158076	60159514	Merged-chr1-60158640-53	Nbeal1	3.83143703488647e-06	0.579210400168191
chr19	23896555	23897532	Merged-chr19-23896995-45	Fam189a2	3.83263115734024e-06	0.704214310885248
chr10	120167451	120169742	Merged-chr10-120168516-46	Irak3	3.85207432123287e-06	0.519397306713522
chr15	40475550	40476500	Merged-chr15-40475943-16	Gm16294	3.91415673236942e-06	1.58316967747037
chr1	58448657	58449052	Merged-chr1-58448849-2	Ppil3	3.97000464172649e-06	1.48198736163757
